5.2677,0.0933114,-4.60363,0.0773262,0,0.0183895,0.801169,-0.540668,0.256527,2
-0.215684,0.0933114,0.590051,0.0476067,0,0.0148587,-0.575054,-0.809011,0.121712,2
-7.96373,4.4763,6.30413,0.000725745,0,5.04332e-05,0.440655,0.570682,0.692925,4
5.92975,4.5882,-5.73189,0.0158813,0,0.00341964,-0.522284,0.786833,0.328806,3
2.53077,5.77598,-2.48795,0.000292436,0,2.67234e-05,-0.64747,-0.652787,-0.393258,4
-0.0358358,4.66049,-3.44357,3.97887,0,3.97887,-0.761228,0.917858,-0.863466,0
-1.86276,6.97823,2.66771,3.97887,0,3.97887,-0.477683,0.587258,0.262057,0
0.721239,4.65741,-5.10852,0.00111187,0,8.64469e-05,0.734598,0.480928,0.478617,4
0.975748,10.912,2.49955,0.0354268,0,0.00832508,0.50539,0.862703,-0.018033,2
6.10633,3.68875,-3.31684,3.97887,0,3.97887,0.605898,0.524449,-0.646959,0
5.85214,0.989636,7.22149,3.97887,0,3.97887,0.319772,-0.00116193,0.809649,0
6.27724,1.65148,-2.7543,0.0660558,0,0.0186907,0.766901,0.242802,0.594063,2
2.05434,0.093312,0.160625,3.97887,0,3.97887,-0.836174,-0.801718,0.142028,0
-3.42798,4.42416,-2.51851,0.00140595,0,0.000103987,0.0378295,-0.445251,-0.894606,4
11.3853,1.15064,7.22149,0.00127005,0,0.000196617,0.498086,-0.797558,0.340312,4
13.3164,4.5962,1.76825,0.0192381,0,0.00178842,-0.381886,0.901412,0.204008,3
10.6772,6.46828,3.09206,0.00827138,0,0.00404811,0.445078,-0.195252,0.873946,4
5.22271,0.0933121,0.412054,0.440092,0,0.310787,0.094479,-0.684232,-0.723118,1
0.147167,0.093312,-0.248582,3.97887,0,3.97887,-0.639577,-0.20327,-0.0557296,0
0.00104626,4.87182,-7.21851,0.00387247,0,0.000212095,0.69478,-0.442506,-0.566982,4
-15.9385,8.95227,-2.4546,0.142049,0,0.0703086,-0.283249,0.769153,-0.572864,2
2.14978,0.0933117,-2.23305,3.97887,0,3.97887,-0.305519,-0.325811,-0.802428,0
2.79503,10.0674,-5.50118,0.0768872,0,0.0289877,0.382663,0.91968,-0.0880814,2
