-10.3885,5.12748,-7.21851,0.0445914,0.00422653,0.000656511,0.526765,0.380814,-0.759934,4
-7.24598,9.34096,3.44351,1.22129,0.414068,0.188067,0.389245,0.473326,-0.790222,3
3.35087,9.78169,7.21685,0.00828572,0.000956331,0.000174551,-0.993398,-0.114637,-0.00426543,5
-5.16942,0.0933113,-6.1147,11.6363,11.2669,11.0206,0.465963,-0.595175,-0.65471,1
-16.2036,5.40411,0.301948,0.0225512,0.00500045,0.00205192,-0.557688,0.398365,-0.72821,5
8.17392,0.0933128,1.40383,7.56083,3.97049,2.5766,0.460603,-0.884872,-0.069616,1
3.12279,5.65235,2.52149,0.833753,0.684424,0.638925,0.644577,-0.639,0.41976,2
-10.9128,10.205,-0.281031,7.26517,4.35065,3.25243,-0.697445,-0.610948,-0.374584,1
-16.2036,0.892761,5.43947,0.0402351,0.00532019,0.00133198,-0.638404,0.028153,-0.769187,5
3.22372,2.52576,7.22048,0.444423,0.0977752,0.0501976,0.124483,-0.724815,0.677604,3
1.70974,0.145974,-7.21851,0.298995,0.117483,0.064856,0.772732,-0.225783,-0.593218,3
-10.0805,1.03397,-7.21851,0.0713896,0.0306394,0.019276,0.257815,0.784546,-0.563932,4
1.92536,8.63169,3.29757,0.0257056,0.00549681,0.00261399,0.612203,-0.705963,-0.356124,5
2.58374,11.0515,2.46356,8.44787,4.01274,2.5766,-0.486737,-0.821618,-0.2967,1
-6.583,7.91304,-2.51246,0.197917,0.0725409,0.0332364,0.221245,-0.726418,-0.650667,4
10.9272,14.7251,1.96525,8.10995,7.68755,7.39188,0.951805,0.29622,-0.0795025,1
-5.16678,0.0933115,-4.38814,3.3509,1.82552,0.906678,0.675798,-0.697551,-0.238158,2
8.31274,2.80776,7.22149,0.113842,0.0170994,0.00520999,0.959546,-0.248611,0.132154,4
-5.63628,12.1376,2.52149,1.31443,1.08534,1.02753,0.485333,-0.436905,0.757342,2
-7.01283,8.99159,-2.51851,22.8488,21.9795,21.2345,0.356708,0.157616,-0.920824,1
-8.60072,9.96904,7.22149,4.40168,2.02689,1.07575,0.747691,0.0843359,0.658669,2
-16.2036,8.70033,1.84941,0.0168937,0.00228121,0.000803648,-0.529047,-0.630763,-0.567669,5
7.24862,13.7978,-2.51851,8.57458,8.15218,8.02547,0.705725,0.449788,-0.547396,1
10.9269,15.4935,1.36785,0.00226601,0.000812829,0.000445783,-9.07803e-05,0.996687,0.0813281,5
3.12492,4.36934,-6.22846,0.00430505,0.00114918,0.000575116,0.428903,0.89965,-0.0816818,5
-13.7371,10.0847,6.29652,26.7516,16.7549,13.7982,-0.19435,0.709581,0.677291,1
5.67855,13.8714,2.52149,0.897542,0.406281,0.331085,0.645235,0.6603,0.384287,2
15.5928,4.63845,0.343471,1.34508,0.733577,0.435199,-0.130961,0.720709,0.680755,2
